Week Of,City,Neighborhood,Product,SKU,Channel,Sales (Units)
,,,,,,
2/29/2016,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,242
,,,,,,
2/22/2016,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,222
,,,,,,
2/15/2016,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
,,,,,,
2/8/2016,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
,,,,,,
2/1/2016,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
,,,,,,
1/25/2016,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
,,,,,,
1/18/2016,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,213
,,,,,,
1/11/2016,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
,,,,,,
1/4/2016,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
12/28/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
12/21/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,213
,,,,,,
12/14/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,211
,,,,,,
12/7/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
,,,,,,
11/30/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
,,,,,,
11/23/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
,,,,,,
11/16/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,213
,,,,,,
11/9/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
,,,,,,
11/2/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
10/26/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,223
,,,,,,
10/19/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,234
,,,,,,
10/12/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,243
,,,,,,
10/5/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,251
,,,,,,
9/28/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
,,,,,,
9/21/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,283
,,,,,,
9/14/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,295
,,,,,,
9/7/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,302
,,,,,,
8/31/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,312
,,,,,,
8/24/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,319
,,,,,,
8/17/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,352
,,,,,,
8/10/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,357
,,,,,,
8/3/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,394
,,,,,,
7/27/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,426
,,,,,,
7/20/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,418
,,,,,,
7/13/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,424
,,,,,,
7/6/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,422
,,,,,,
6/29/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,632
,,,,,,
6/22/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,387
,,,,,,
6/15/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,373
,,,,,,
6/8/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,361
,,,,,,
6/1/2015,Boston,Jamaica Plain,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,355
,,,,,,
5/23/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,258
,,,,,,
5/16/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,189
,,,,,,
5/9/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,130
,,,,,,
5/2/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,93
,,,,,,
4/25/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/18/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/11/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/4/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/28/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/21/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/14/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/7/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/29/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/22/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/15/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/8/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/1/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/25/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/18/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/11/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/4/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/28/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/21/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/14/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/7/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/30/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/23/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/16/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/9/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/2/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/26/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/19/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/12/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/5/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/28/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/21/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/14/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,96
,,,,,,
9/7/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,118
,,,,,,
8/31/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,278
,,,,,,
8/24/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,463
,,,,,,
8/17/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,511
,,,,,,
8/10/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,547
,,,,,,
8/3/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,548
,,,,,,
7/27/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,550
,,,,,,
7/20/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,463
,,,,,,
7/13/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,443
,,,,,,
7/6/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,463
,,,,,,
6/29/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,823
,,,,,,
6/22/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,465
,,,,,,
6/15/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,386
,,,,,,
6/8/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,366
,,,,,,
6/1/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,329
,,,,,,
5/23/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,263
,,,,,,
5/16/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,247
,,,,,,
5/9/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,242
,,,,,,
5/2/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,224
,,,,,,
4/25/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,216
,,,,,,
4/18/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,210
,,,,,,
4/11/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,203
,,,,,,
4/4/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,196
,,,,,,
3/28/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,196
,,,,,,
3/21/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,196
,,,,,,
3/14/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,195
,,,,,,
3/7/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,189
,,,,,,
2/29/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,181
,,,,,,
2/22/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,173
,,,,,,
2/15/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
,,,,,,
2/8/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
,,,,,,
2/1/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
,,,,,,
1/25/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,161
,,,,,,
1/18/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,165
,,,,,,
1/11/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,166
,,,,,,
1/4/2016,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
,,,,,,
12/28/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,161
,,,,,,
12/21/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,161
,,,,,,
12/14/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,158
,,,,,,
12/7/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,159
,,,,,,
11/30/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
,,,,,,
11/23/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,158
,,,,,,
11/16/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,163
,,,,,,
11/9/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,164
,,,,,,
11/2/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,156
,,,,,,
10/26/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,172
,,,,,,
10/19/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,176
,,,,,,
10/12/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,181
,,,,,,
10/5/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,188
,,,,,,
9/28/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,205
,,,,,,
9/21/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,210
,,,,,,
9/14/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,222
,,,,,,
9/7/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,230
,,,,,,
8/31/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,233
,,,,,,
8/24/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,243
,,,,,,
8/17/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,261
,,,,,,
8/10/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,272
,,,,,,
8/3/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,294
,,,,,,
7/27/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,320
,,,,,,
7/20/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,314
,,,,,,
7/13/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,312
,,,,,,
7/6/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,318
,,,,,,
6/29/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,473
,,,,,,
6/22/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,290
,,,,,,
6/15/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,286
,,,,,,
6/8/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,277
,,,,,,
6/1/2015,Boston,Jamaica Plain,FanCo. Classic,GREEN - FanCo. Classic,Retail,270
,,,,,,
5/23/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,164
,,,,,,
5/16/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,119
,,,,,,
5/9/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,82
,,,,,,
5/2/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,61
,,,,,,
4/25/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
4/18/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
4/11/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
4/4/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
3/28/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
3/21/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
3/14/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
3/7/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/29/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/22/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/15/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/8/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
2/1/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
1/25/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
1/18/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
1/11/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
1/4/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
12/28/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
12/21/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
12/14/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
12/7/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/30/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/23/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/16/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/9/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
11/2/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
10/26/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
10/19/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
10/12/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
10/5/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
9/28/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
9/21/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
9/14/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,61
,,,,,,
9/7/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,74
,,,,,,
8/31/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,175
,,,,,,
8/24/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,290
,,,,,,
8/17/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,329
,,,,,,
8/10/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,345
,,,,,,
8/3/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,354
,,,,,,
7/27/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,352
,,,,,,
7/20/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,294
,,,,,,
7/13/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,279
,,,,,,
7/6/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,296
,,,,,,
6/29/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,518
,,,,,,
6/22/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,292
,,,,,,
6/15/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,247
,,,,,,
6/8/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,232
,,,,,,
6/1/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,209
,,,,,,
5/23/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,330
,,,,,,
5/16/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,302
,,,,,,
5/9/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,298
,,,,,,
5/2/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,271
,,,,,,
4/25/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,262
,,,,,,
4/18/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,258
,,,,,,
4/11/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,249
,,,,,,
4/4/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,244
,,,,,,
3/28/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,243
,,,,,,
3/21/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,246
,,,,,,
3/14/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,244
,,,,,,
3/7/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,244
,,,,,,
2/29/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,223
,,,,,,
2/22/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,213
,,,,,,
2/15/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
,,,,,,
2/8/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
,,,,,,
2/1/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,201
,,,,,,
1/25/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
,,,,,,
1/18/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,203
,,,,,,
1/11/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,203
,,,,,,
1/4/2016,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
,,,,,,
12/28/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
,,,,,,
12/21/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
,,,,,,
12/14/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,193
,,,,,,
12/7/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,195
,,,,,,
11/30/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,197
,,,,,,
11/23/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,194
,,,,,,
11/16/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,202
,,,,,,
11/9/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,196
,,,,,,
11/2/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,197
,,,,,,
10/26/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,212
,,,,,,
10/19/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,212
,,,,,,
10/12/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,223
,,,,,,
10/5/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,234
,,,,,,
9/28/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,242
,,,,,,
9/21/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,265
,,,,,,
9/14/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,271
,,,,,,
9/7/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,289
,,,,,,
8/31/2015,Boston,Jamaica Plain,FanCo. Classic,ORANGE - FanCo. Classic,Retail,296
,,,,,,
